Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Season
0 days 01:52:54.147000,BOT,77,0 days 00:01:21.755000,38.0,3.0,,,0 days 00:00:28.421000,0 days 00:00:18.251000,0 days 00:00:35.083000,0 days 01:52:00.862000,0 days 01:52:19.113000,0 days 01:52:54.196000,268.0,296.0,287.0,288.0,True,HARD,2.0,True,Kick Sauber,0 days 01:51:32.392000,2024-03-24 04:56:15.590,1,16.0,False,,False,True,Australia,2024
0 days 01:54:15.793000,BOT,77,0 days 00:01:21.646000,39.0,3.0,,,0 days 00:00:28.382000,0 days 00:00:18.300000,0 days 00:00:34.964000,0 days 01:53:22.578000,0 days 01:53:40.878000,0 days 01:54:15.842000,268.0,293.0,288.0,286.0,True,HARD,3.0,True,Kick Sauber,0 days 01:52:54.147000,2024-03-24 04:57:37.345,1,16.0,False,,False,True,Australia,2024
0 days 01:55:37.326000,BOT,77,0 days 00:01:21.533000,40.0,3.0,,,0 days 00:00:28.298000,0 days 00:00:18.215000,0 days 00:00:35.020000,0 days 01:54:44.140000,0 days 01:55:02.355000,0 days 01:55:37.375000,269.0,292.0,287.0,286.0,True,HARD,4.0,True,Kick Sauber,0 days 01:54:15.793000,2024-03-24 04:58:58.991,1,16.0,False,,False,True,Australia,2024
0 days 01:56:59.334000,BOT,77,0 days 00:01:22.008000,41.0,3.0,,,0 days 00:00:28.575000,0 days 00:00:18.187000,0 days 00:00:35.246000,0 days 01:56:05.950000,0 days 01:56:24.137000,0 days 01:56:59.383000,271.0,296.0,290.0,285.0,False,HARD,5.0,True,Kick Sauber,0 days 01:55:37.326000,2024-03-24 05:00:20.524,1,16.0,False,,False,True,Australia,2024
0 days 01:58:24.514000,BOT,77,0 days 00:01:25.180000,42.0,3.0,,,0 days 00:00:30.103000,0 days 00:00:18.136000,0 days 00:00:36.941000,0 days 01:57:29.486000,0 days 01:57:47.622000,0 days 01:58:24.563000,266.0,312.0,302.0,288.0,False,HARD,6.0,True,Kick Sauber,0 days 01:56:59.334000,2024-03-24 05:01:42.532,1,15.0,False,,False,True,Australia,2024
0 days 01:59:47.403000,BOT,77,0 days 00:01:22.889000,43.0,3.0,,,0 days 00:00:28.615000,0 days 00:00:18.510000,0 days 00:00:35.764000,0 days 01:58:53.178000,0 days 01:59:11.688000,0 days 01:59:47.452000,267.0,295.0,302.0,307.0,False,HARD,7.0,True,Kick Sauber,0 days 01:58:24.514000,2024-03-24 05:03:07.712,1,15.0,False,,False,True,Australia,2024
0 days 02:01:10.644000,BOT,77,0 days 00:01:23.241000,44.0,3.0,,,0 days 00:00:29.234000,0 days 00:00:18.562000,0 days 00:00:35.445000,0 days 02:00:16.686000,0 days 02:00:35.248000,0 days 02:01:10.693000,244.0,316.0,292.0,309.0,False,HARD,8.0,True,Kick Sauber,0 days 01:59:47.403000,2024-03-24 05:04:30.601,1,15.0,False,,False,True,Australia,2024
0 days 02:02:32.355000,BOT,77,0 days 00:01:21.711000,45.0,3.0,,,0 days 00:00:28.591000,0 days 00:00:18.183000,0 days 00:00:34.937000,0 days 02:01:39.284000,0 days 02:01:57.467000,0 days 02:02:32.404000,274.0,301.0,290.0,296.0,False,HARD,9.0,True,Kick Sauber,0 days 02:01:10.644000,2024-03-24 05:05:53.842,1,15.0,False,,False,True,Australia,2024
0 days 02:03:53.909000,BOT,77,0 days 00:01:21.554000,46.0,3.0,,,0 days 00:00:28.351000,0 days 00:00:18.097000,0 days 00:00:35.106000,0 days 02:03:00.755000,0 days 02:03:18.852000,0 days 02:03:53.958000,273.0,297.0,290.0,291.0,False,HARD,10.0,True,Kick Sauber,0 days 02:02:32.355000,2024-03-24 05:07:15.553,1,15.0,False,,False,True,Australia,2024
0 days 02:05:15.492000,BOT,77,0 days 00:01:21.583000,47.0,3.0,,,0 days 00:00:28.425000,0 days 00:00:18.156000,0 days 00:00:35.002000,0 days 02:04:22.383000,0 days 02:04:40.539000,0 days 02:05:15.541000,272.0,298.0,289.0,290.0,False,HARD,11.0,True,Kick Sauber,0 days 02:03:53.909000,2024-03-24 05:08:37.107,1,15.0,False,,False,True,Australia,2024
0 days 02:06:36.914000,BOT,77,0 days 00:01:21.422000,48.0,3.0,,,0 days 00:00:28.327000,0 days 00:00:18.104000,0 days 00:00:34.991000,0 days 02:05:43.868000,0 days 02:06:01.972000,0 days 02:06:36.963000,274.0,296.0,290.0,291.0,True,HARD,12.0,True,Kick Sauber,0 days 02:05:15.492000,2024-03-24 05:09:58.690,1,15.0,False,,False,True,Australia,2024
0 days 02:07:58.371000,BOT,77,0 days 00:01:21.457000,49.0,3.0,,,0 days 00:00:28.314000,0 days 00:00:18.137000,0 days 00:00:35.006000,0 days 02:07:05.277000,0 days 02:07:23.414000,0 days 02:07:58.420000,275.0,295.0,290.0,289.0,False,HARD,13.0,True,Kick Sauber,0 days 02:06:36.914000,2024-03-24 05:11:20.112,1,15.0,False,,False,True,Australia,2024
0 days 02:09:22.269000,BOT,77,0 days 00:01:23.898000,50.0,3.0,,,0 days 00:00:29.635000,0 days 00:00:18.731000,0 days 00:00:35.532000,0 days 02:08:28.055000,0 days 02:08:46.786000,0 days 02:09:22.318000,226.0,314.0,290.0,289.0,False,HARD,14.0,True,Kick Sauber,0 days 02:07:58.371000,2024-03-24 05:12:41.569,1,15.0,False,,False,True,Australia,2024
0 days 02:10:43.918000,BOT,77,0 days 00:01:21.649000,51.0,3.0,,,0 days 00:00:28.418000,0 days 00:00:18.133000,0 days 00:00:35.098000,0 days 02:09:50.736000,0 days 02:10:08.869000,0 days 02:10:43.967000,277.0,298.0,290.0,294.0,False,HARD,15.0,True,Kick Sauber,0 days 02:09:22.269000,2024-03-24 05:14:05.467,1,15.0,False,,False,True,Australia,2024
0 days 02:12:05.974000,BOT,77,0 days 00:01:22.056000,52.0,3.0,,,0 days 00:00:28.552000,0 days 00:00:18.262000,0 days 00:00:35.242000,0 days 02:11:12.519000,0 days 02:11:30.781000,0 days 02:12:06.023000,272.0,291.0,290.0,288.0,False,HARD,16.0,True,Kick Sauber,0 days 02:10:43.918000,2024-03-24 05:15:27.116,1,15.0,False,,False,True,Australia,2024
0 days 02:13:27.794000,BOT,77,0 days 00:01:21.820000,53.0,3.0,,,0 days 00:00:28.427000,0 days 00:00:18.228000,0 days 00:00:35.165000,0 days 02:12:34.450000,0 days 02:12:52.678000,0 days 02:13:27.843000,272.0,291.0,289.0,287.0,False,HARD,17.0,True,Kick Sauber,0 days 02:12:05.974000,2024-03-24 05:16:49.172,1,15.0,False,,False,True,Australia,2024
0 days 02:14:49.823000,BOT,77,0 days 00:01:22.029000,54.0,3.0,,,0 days 00:00:28.513000,0 days 00:00:18.274000,0 days 00:00:35.242000,0 days 02:13:56.356000,0 days 02:14:14.630000,0 days 02:14:49.872000,273.0,293.0,289.0,289.0,False,HARD,18.0,True,Kick Sauber,0 days 02:13:27.794000,2024-03-24 05:18:10.992,1,15.0,False,,False,True,Australia,2024
0 days 02:16:11.833000,BOT,77,0 days 00:01:22.010000,55.0,3.0,,,0 days 00:00:28.396000,0 days 00:00:18.405000,0 days 00:00:35.209000,0 days 02:15:18.268000,0 days 02:15:36.673000,0 days 02:16:11.882000,275.0,296.0,288.0,291.0,False,HARD,19.0,True,Kick Sauber,0 days 02:14:49.823000,2024-03-24 05:19:33.021,1,15.0,False,,False,True,Australia,2024
0 days 02:17:39.883000,BOT,77,0 days 00:01:28.050000,56.0,3.0,,,0 days 00:00:28.487000,0 days 00:00:18.199000,0 days 00:00:41.364000,0 days 02:16:40.369000,0 days 02:16:58.568000,0 days 02:17:39.932000,276.0,298.0,200.0,291.0,False,HARD,20.0,True,Kick Sauber,0 days 02:16:11.833000,2024-03-24 05:20:55.031,126,15.0,False,,False,False,Australia,2024
0 days 02:19:38.655000,BOT,77,0 days 00:01:58.772000,57.0,3.0,,,0 days 00:00:42.735000,0 days 00:00:38.412000,0 days 00:00:37.625000,0 days 02:18:22.667000,0 days 02:19:01.079000,0 days 02:19:38.704000,115.0,268.0,289.0,212.0,False,HARD,21.0,True,Kick Sauber,0 days 02:17:39.883000,2024-03-24 05:22:23.081,6,14.0,False,,False,False,Australia,2024
0 days 01:00:00.522000,PIA,81,0 days 00:01:31.036000,1.0,1.0,,,,0 days 00:00:18.346000,0 days 00:00:36.650000,,0 days 00:59:24.053000,0 days 01:00:00.731000,277.0,301.0,290.0,248.0,False,MEDIUM,1.0,True,McLaren,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,5.0,False,,False,False,Australia,2024
0 days 01:01:23.754000,PIA,81,0 days 00:01:23.232000,2.0,1.0,,,0 days 00:00:29.201000,0 days 00:00:18.266000,0 days 00:00:35.765000,0 days 01:00:29.805000,0 days 01:00:48.071000,0 days 01:01:23.836000,276.0,306.0,302.0,294.0,True,MEDIUM,2.0,True,McLaren,0 days 01:00:00.522000,2024-03-24 04:04:43.720,1,5.0,False,,False,True,Australia,2024
0 days 01:02:46.423000,PIA,81,0 days 00:01:22.669000,3.0,1.0,,,0 days 00:00:28.862000,0 days 00:00:18.065000,0 days 00:00:35.742000,0 days 01:01:52.698000,0 days 01:02:10.763000,0 days 01:02:46.505000,268.0,317.0,303.0,304.0,True,MEDIUM,3.0,True,McLaren,0 days 01:01:23.754000,2024-03-24 04:06:06.952,1,5.0,False,,False,True,Australia,2024
0 days 01:04:09.004000,PIA,81,0 days 00:01:22.581000,4.0,1.0,,,0 days 00:00:28.914000,0 days 00:00:18.092000,0 days 00:00:35.575000,0 days 01:03:15.419000,0 days 01:03:33.511000,0 days 01:04:09.086000,274.0,323.0,301.0,307.0,True,MEDIUM,4.0,True,McLaren,0 days 01:02:46.423000,2024-03-24 04:07:29.621,1,4.0,False,,False,True,Australia,2024
0 days 01:05:31.598000,PIA,81,0 days 00:01:22.594000,5.0,1.0,,,0 days 00:00:28.691000,0 days 00:00:17.918000,0 days 00:00:35.985000,0 days 01:04:37.777000,0 days 01:04:55.695000,0 days 01:05:31.680000,274.0,324.0,302.0,309.0,False,MEDIUM,5.0,True,McLaren,0 days 01:04:09.004000,2024-03-24 04:08:52.202,1,4.0,False,,False,True,Australia,2024
0 days 01:06:54.180000,PIA,81,0 days 00:01:22.582000,6.0,1.0,,,0 days 00:00:28.860000,0 days 00:00:17.959000,0 days 00:00:35.763000,0 days 01:06:00.540000,0 days 01:06:18.499000,0 days 01:06:54.262000,275.0,322.0,302.0,311.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:31.598000,2024-03-24 04:10:14.796,1,4.0,False,,False,True,Australia,2024
0 days 01:08:17.057000,PIA,81,0 days 00:01:22.877000,7.0,1.0,,,0 days 00:00:28.930000,0 days 00:00:17.931000,0 days 00:00:36.016000,0 days 01:07:23.192000,0 days 01:07:41.123000,0 days 01:08:17.139000,276.0,326.0,300.0,314.0,False,MEDIUM,7.0,True,McLaren,0 days 01:06:54.180000,2024-03-24 04:11:37.378,1,4.0,False,,False,True,Australia,2024
0 days 01:09:40.109000,PIA,81,0 days 00:01:23.052000,8.0,1.0,,,0 days 00:00:28.843000,0 days 00:00:18.018000,0 days 00:00:36.191000,0 days 01:08:45.982000,0 days 01:09:04,0 days 01:09:40.191000,275.0,323.0,299.0,312.0,False,MEDIUM,8.0,True,McLaren,0 days 01:08:17.057000,2024-03-24 04:13:00.255,1,4.0,False,,False,True,Australia,2024
0 days 01:11:16.610000,PIA,81,0 days 00:01:36.501000,9.0,1.0,,0 days 01:11:01.453000,0 days 00:00:28.804000,0 days 00:00:17.895000,0 days 00:00:49.802000,0 days 01:10:08.995000,0 days 01:10:26.890000,0 days 01:11:16.692000,274.0,322.0,,315.0,False,MEDIUM,9.0,True,McLaren,0 days 01:09:40.109000,2024-03-24 04:14:23.307,1,6.0,False,,False,False,Australia,2024
0 days 01:12:44.409000,PIA,81,0 days 00:01:27.799000,10.0,2.0,0 days 01:11:18.727000,,0 days 00:00:34.020000,0 days 00:00:18.199000,0 days 00:00:35.580000,0 days 01:11:50.712000,0 days 01:12:08.911000,0 days 01:12:44.491000,272.0,302.0,290.0,230.0,False,HARD,2.0,False,McLaren,0 days 01:11:16.610000,2024-03-24 04:15:59.808,1,8.0,False,,False,False,Australia,2024
0 days 01:14:07.137000,PIA,81,0 days 00:01:22.728000,11.0,2.0,,,0 days 00:00:28.662000,0 days 00:00:17.907000,0 days 00:00:36.159000,0 days 01:13:13.153000,0 days 01:13:31.060000,0 days 01:14:07.219000,274.0,325.0,310.0,298.0,False,HARD,3.0,False,McLaren,0 days 01:12:44.409000,2024-03-24 04:17:27.607,1,7.0,False,,False,True,Australia,2024
0 days 01:15:30.085000,PIA,81,0 days 00:01:22.948000,12.0,2.0,,,0 days 00:00:29.063000,0 days 00:00:18.222000,0 days 00:00:35.663000,0 days 01:14:36.282000,0 days 01:14:54.504000,0 days 01:15:30.167000,270.0,299.0,288.0,321.0,False,HARD,4.0,False,McLaren,0 days 01:14:07.137000,2024-03-24 04:18:50.335,1,6.0,False,,False,True,Australia,2024
0 days 01:16:52.511000,PIA,81,0 days 00:01:22.426000,13.0,2.0,,,0 days 00:00:28.766000,0 days 00:00:18.093000,0 days 00:00:35.567000,0 days 01:15:58.933000,0 days 01:16:17.026000,0 days 01:16:52.593000,274.0,301.0,289.0,294.0,True,HARD,5.0,False,McLaren,0 days 01:15:30.085000,2024-03-24 04:20:13.283,1,6.0,False,,False,True,Australia,2024
0 days 01:18:14.479000,PIA,81,0 days 00:01:21.968000,14.0,2.0,,,0 days 00:00:28.644000,0 days 00:00:18.063000,0 days 00:00:35.261000,0 days 01:17:21.237000,0 days 01:17:39.300000,0 days 01:18:14.561000,275.0,304.0,290.0,292.0,True,HARD,6.0,False,McLaren,0 days 01:16:52.511000,2024-03-24 04:21:35.709,1,5.0,False,,False,True,Australia,2024
0 days 01:19:36.440000,PIA,81,0 days 00:01:21.961000,15.0,2.0,,,0 days 00:00:28.588000,0 days 00:00:18.040000,0 days 00:00:35.333000,0 days 01:18:43.149000,0 days 01:19:01.189000,0 days 01:19:36.522000,276.0,305.0,289.0,294.0,True,HARD,7.0,False,McLaren,0 days 01:18:14.479000,2024-03-24 04:22:57.677,1,4.0,False,,False,True,Australia,2024
0 days 01:20:58.455000,PIA,81,0 days 00:01:22.015000,16.0,2.0,,,0 days 00:00:28.640000,0 days 00:00:18.102000,0 days 00:00:35.273000,0 days 01:20:05.162000,0 days 01:20:23.264000,0 days 01:20:58.537000,273.0,303.0,289.0,299.0,False,HARD,8.0,False,McLaren,0 days 01:19:36.440000,2024-03-24 04:24:19.638,1,4.0,False,,False,True,Australia,2024
0 days 01:22:35.277000,PIA,81,0 days 00:01:36.822000,17.0,2.0,,,0 days 00:00:28.639000,0 days 00:00:19.337000,0 days 00:00:48.846000,0 days 01:21:27.176000,0 days 01:21:46.513000,0 days 01:22:35.359000,274.0,130.0,223.0,296.0,False,HARD,9.0,False,McLaren,0 days 01:20:58.455000,2024-03-24 04:25:41.653,126,3.0,False,,False,False,Australia,2024
0 days 01:24:04.271000,PIA,81,0 days 00:01:28.994000,18.0,2.0,,,0 days 00:00:35.702000,0 days 00:00:18.113000,0 days 00:00:35.179000,0 days 01:23:11.061000,0 days 01:23:29.174000,0 days 01:24:04.353000,279.0,304.0,291.0,199.0,False,HARD,10.0,False,McLaren,0 days 01:22:35.277000,2024-03-24 04:27:18.475,671,3.0,False,,False,False,Australia,2024
0 days 01:25:26.142000,PIA,81,0 days 00:01:21.871000,19.0,2.0,,,0 days 00:00:28.272000,0 days 00:00:18.086000,0 days 00:00:35.513000,0 days 01:24:32.625000,0 days 01:24:50.711000,0 days 01:25:26.224000,281.0,303.0,289.0,306.0,True,HARD,11.0,False,McLaren,0 days 01:24:04.271000,2024-03-24 04:28:47.469,1,3.0,False,,False,True,Australia,2024
0 days 01:26:48.227000,PIA,81,0 days 00:01:22.085000,20.0,2.0,,,0 days 00:00:28.580000,0 days 00:00:18.020000,0 days 00:00:35.485000,0 days 01:25:54.804000,0 days 01:26:12.824000,0 days 01:26:48.309000,277.0,304.0,289.0,299.0,False,HARD,12.0,False,McLaren,0 days 01:25:26.142000,2024-03-24 04:30:09.340,1,3.0,False,,False,True,Australia,2024
0 days 01:28:10.150000,PIA,81,0 days 00:01:21.923000,21.0,2.0,,,0 days 00:00:28.477000,0 days 00:00:17.990000,0 days 00:00:35.456000,0 days 01:27:16.786000,0 days 01:27:34.776000,0 days 01:28:10.232000,278.0,305.0,289.0,296.0,False,HARD,13.0,False,McLaren,0 days 01:26:48.227000,2024-03-24 04:31:31.425,1,3.0,False,,False,True,Australia,2024
0 days 01:29:32.163000,PIA,81,0 days 00:01:22.013000,22.0,2.0,,,0 days 00:00:28.607000,0 days 00:00:18.037000,0 days 00:00:35.369000,0 days 01:28:38.839000,0 days 01:28:56.876000,0 days 01:29:32.245000,276.0,302.0,289.0,296.0,False,HARD,14.0,False,McLaren,0 days 01:28:10.150000,2024-03-24 04:32:53.348,1,3.0,False,,False,True,Australia,2024
0 days 01:30:53.980000,PIA,81,0 days 00:01:21.817000,23.0,2.0,,,0 days 00:00:28.496000,0 days 00:00:18.003000,0 days 00:00:35.318000,0 days 01:30:00.741000,0 days 01:30:18.744000,0 days 01:30:54.062000,275.0,303.0,290.0,296.0,True,HARD,15.0,False,McLaren,0 days 01:29:32.163000,2024-03-24 04:34:15.361,1,3.0,False,,False,True,Australia,2024
0 days 01:32:15.810000,PIA,81,0 days 00:01:21.830000,24.0,2.0,,,0 days 00:00:28.553000,0 days 00:00:17.964000,0 days 00:00:35.313000,0 days 01:31:22.615000,0 days 01:31:40.579000,0 days 01:32:15.892000,276.0,304.0,290.0,294.0,False,HARD,16.0,False,McLaren,0 days 01:30:53.980000,2024-03-24 04:35:37.178,1,3.0,False,,False,True,Australia,2024
0 days 01:33:37.407000,PIA,81,0 days 00:01:21.597000,25.0,2.0,,,0 days 00:00:28.380000,0 days 00:00:17.950000,0 days 00:00:35.267000,0 days 01:32:44.272000,0 days 01:33:02.222000,0 days 01:33:37.489000,278.0,305.0,289.0,298.0,True,HARD,17.0,False,McLaren,0 days 01:32:15.810000,2024-03-24 04:36:59.008,1,3.0,False,,False,True,Australia,2024
0 days 01:34:59.650000,PIA,81,0 days 00:01:22.243000,26.0,2.0,,,0 days 00:00:28.631000,0 days 00:00:18.061000,0 days 00:00:35.551000,0 days 01:34:06.120000,0 days 01:34:24.181000,0 days 01:34:59.732000,275.0,302.0,289.0,299.0,False,HARD,18.0,False,McLaren,0 days 01:33:37.407000,2024-03-24 04:38:20.605,1,3.0,False,,False,True,Australia,2024
0 days 01:36:21.937000,PIA,81,0 days 00:01:22.287000,27.0,2.0,,,0 days 00:00:28.693000,0 days 00:00:18.076000,0 days 00:00:35.518000,0 days 01:35:28.425000,0 days 01:35:46.501000,0 days 01:36:22.019000,281.0,301.0,289.0,296.0,False,HARD,19.0,False,McLaren,0 days 01:34:59.650000,2024-03-24 04:39:42.848,1,3.0,False,,False,True,Australia,2024
0 days 01:37:44.141000,PIA,81,0 days 00:01:22.204000,28.0,2.0,,,0 days 00:00:28.654000,0 days 00:00:18.065000,0 days 00:00:35.485000,0 days 01:36:50.673000,0 days 01:37:08.738000,0 days 01:37:44.223000,276.0,301.0,288.0,295.0,False,HARD,20.0,False,McLaren,0 days 01:36:21.937000,2024-03-24 04:41:05.135,1,3.0,False,,False,True,Australia,2024
0 days 01:39:07.620000,PIA,81,0 days 00:01:23.479000,29.0,2.0,,,0 days 00:00:29.906000,0 days 00:00:17.833000,0 days 00:00:35.740000,0 days 01:38:14.129000,0 days 01:38:31.962000,0 days 01:39:07.702000,281.0,327.0,300.0,296.0,False,HARD,21.0,False,McLaren,0 days 01:37:44.141000,2024-03-24 04:42:27.339,1,4.0,False,,False,True,Australia,2024
0 days 01:40:30.140000,PIA,81,0 days 00:01:22.520000,30.0,2.0,,,0 days 00:00:28.702000,0 days 00:00:18.059000,0 days 00:00:35.759000,0 days 01:39:36.404000,0 days 01:39:54.463000,0 days 01:40:30.222000,275.0,304.0,290.0,318.0,False,HARD,22.0,False,McLaren,0 days 01:39:07.620000,2024-03-24 04:43:50.818,1,4.0,False,,False,True,Australia,2024
0 days 01:41:52.273000,PIA,81,0 days 00:01:22.133000,31.0,2.0,,,0 days 00:00:28.797000,0 days 00:00:17.980000,0 days 00:00:35.356000,0 days 01:40:59.019000,0 days 01:41:16.999000,0 days 01:41:52.355000,277.0,305.0,291.0,296.0,False,HARD,23.0,False,McLaren,0 days 01:40:30.140000,2024-03-24 04:45:13.338,1,4.0,False,,False,True,Australia,2024
0 days 01:43:14.262000,PIA,81,0 days 00:01:21.989000,32.0,2.0,,,0 days 00:00:28.664000,0 days 00:00:17.973000,0 days 00:00:35.352000,0 days 01:42:21.019000,0 days 01:42:38.992000,0 days 01:43:14.344000,279.0,305.0,291.0,298.0,False,HARD,24.0,False,McLaren,0 days 01:41:52.273000,2024-03-24 04:46:35.471,1,4.0,False,,False,True,Australia,2024
0 days 01:44:36.362000,PIA,81,0 days 00:01:22.100000,33.0,2.0,,,0 days 00:00:28.724000,0 days 00:00:17.962000,0 days 00:00:35.414000,0 days 01:43:43.068000,0 days 01:44:01.030000,0 days 01:44:36.444000,278.0,303.0,290.0,300.0,False,HARD,25.0,False,McLaren,0 days 01:43:14.262000,2024-03-24 04:47:57.460,1,4.0,False,,False,True,Australia,2024
0 days 01:45:58.600000,PIA,81,0 days 00:01:22.238000,34.0,2.0,,,0 days 00:00:28.728000,0 days 00:00:18.060000,0 days 00:00:35.450000,0 days 01:45:05.172000,0 days 01:45:23.232000,0 days 01:45:58.682000,277.0,302.0,290.0,299.0,False,HARD,26.0,False,McLaren,0 days 01:44:36.362000,2024-03-24 04:49:19.560,1,3.0,False,,False,True,Australia,2024
0 days 01:47:20.659000,PIA,81,0 days 00:01:22.059000,35.0,2.0,,,0 days 00:00:28.716000,0 days 00:00:18.075000,0 days 00:00:35.268000,0 days 01:46:27.398000,0 days 01:46:45.473000,0 days 01:47:20.741000,278.0,300.0,289.0,298.0,False,HARD,27.0,False,McLaren,0 days 01:45:58.600000,2024-03-24 04:50:41.798,1,3.0,False,,False,True,Australia,2024
0 days 01:48:42.706000,PIA,81,0 days 00:01:22.047000,36.0,2.0,,,0 days 00:00:28.779000,0 days 00:00:18.041000,0 days 00:00:35.227000,0 days 01:47:49.520000,0 days 01:48:07.561000,0 days 01:48:42.788000,276.0,302.0,289.0,298.0,False,HARD,28.0,False,McLaren,0 days 01:47:20.659000,2024-03-24 04:52:03.857,1,3.0,False,,False,True,Australia,2024
0 days 01:50:04.596000,PIA,81,0 days 00:01:21.890000,37.0,2.0,,,0 days 00:00:28.614000,0 days 00:00:17.986000,0 days 00:00:35.290000,0 days 01:49:11.402000,0 days 01:49:29.388000,0 days 01:50:04.678000,282.0,302.0,290.0,298.0,False,HARD,29.0,False,McLaren,0 days 01:48:42.706000,2024-03-24 04:53:25.904,1,3.0,False,,False,True,Australia,2024
0 days 01:51:29.799000,PIA,81,0 days 00:01:25.203000,38.0,2.0,,,0 days 00:00:28.686000,0 days 00:00:18,0 days 00:00:38.517000,0 days 01:50:33.364000,0 days 01:50:51.364000,0 days 01:51:29.881000,278.0,305.0,287.0,296.0,False,HARD,30.0,False,McLaren,0 days 01:50:04.596000,2024-03-24 04:54:47.794,1,3.0,False,,False,True,Australia,2024
0 days 01:53:06.580000,PIA,81,0 days 00:01:36.781000,39.0,2.0,,0 days 01:52:50.253000,0 days 00:00:28.952000,0 days 00:00:18.083000,0 days 00:00:49.746000,0 days 01:51:58.833000,0 days 01:52:16.916000,0 days 01:53:06.662000,277.0,304.0,,296.0,False,HARD,31.0,False,McLaren,0 days 01:51:29.799000,2024-03-24 04:56:12.997,1,4.0,False,,False,False,Australia,2024
0 days 01:54:33.510000,PIA,81,0 days 00:01:26.930000,40.0,3.0,0 days 01:53:08.679000,,0 days 00:00:33.685000,0 days 00:00:18.052000,0 days 00:00:35.193000,0 days 01:53:40.347000,0 days 01:53:58.399000,0 days 01:54:33.592000,274.0,300.0,291.0,233.0,False,HARD,2.0,False,McLaren,0 days 01:53:06.580000,2024-03-24 04:57:49.778,1,5.0,False,,False,False,Australia,2024
0 days 01:55:54.934000,PIA,81,0 days 00:01:21.424000,41.0,3.0,,,0 days 00:00:28.125000,0 days 00:00:17.593000,0 days 00:00:35.706000,0 days 01:55:01.717000,0 days 01:55:19.310000,0 days 01:55:55.016000,278.0,324.0,289.0,304.0,True,HARD,3.0,False,McLaren,0 days 01:54:33.510000,2024-03-24 04:59:16.708,1,4.0,False,,False,True,Australia,2024
0 days 01:57:16.014000,PIA,81,0 days 00:01:21.080000,42.0,3.0,,,0 days 00:00:28.312000,0 days 00:00:17.964000,0 days 00:00:34.804000,0 days 01:56:23.328000,0 days 01:56:41.292000,0 days 01:57:16.096000,274.0,299.0,290.0,287.0,True,HARD,4.0,False,McLaren,0 days 01:55:54.934000,2024-03-24 05:00:38.132,1,4.0,False,,False,True,Australia,2024
0 days 01:58:36.499000,PIA,81,0 days 00:01:20.485000,43.0,3.0,,,0 days 00:00:28.090000,0 days 00:00:17.952000,0 days 00:00:34.443000,0 days 01:57:44.186000,0 days 01:58:02.138000,0 days 01:58:36.581000,276.0,300.0,291.0,295.0,True,HARD,5.0,False,McLaren,0 days 01:57:16.014000,2024-03-24 05:01:59.212,1,4.0,False,,False,True,Australia,2024
0 days 01:59:56.894000,PIA,81,0 days 00:01:20.395000,44.0,3.0,,,0 days 00:00:27.914000,0 days 00:00:17.885000,0 days 00:00:34.596000,0 days 01:59:04.495000,0 days 01:59:22.380000,0 days 01:59:56.976000,276.0,302.0,291.0,294.0,True,HARD,6.0,False,McLaren,0 days 01:58:36.499000,2024-03-24 05:03:19.697,1,4.0,False,,False,True,Australia,2024
